Cont|Denumire|Parinte|Functie|Sumator|Defalcare
457.03.01|Sume de recuperat de la Autoritatile de Management - decertificare definitiva - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|457.03|D|0|S
457.03.02|Sume de recuperat de la Autoritatile de Management - deduceri procentuale definitive - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|457.03|D|0|S
457.03.09|Alte sume de recuperat de la Autoritatile de Management/ Agentiile de Plati - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|457.03|D|0|S
458.01.00|Sume de primit de la Agentiile/Autoritatile de Implementare - PHARE, ISPA, SAPARD (la beneficiarii finali)|458.01|D|0|RFE
458.03.01|Sume de primit de la Autoritatile de Certificare/ Autoritatile de Management/Agentiile de Plati - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|458.03|D|0|S
458.03.02|Sume de primit de la Autoritatile de Certificare/ Autoritatile de Management/Agentiile de Plati - FONDURI DE LA BUGET|458.03|D|0|S
458.04.01|Sume de restituit Autoritatilor de Certificare/ Autoritatilor de Management/Agentiilor de Plati - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|458.04|C|0|S
458.04.02|Sume de restituit Autoritatilor de Certificare/ Autoritatilor de Management/Agentiilor de Plati - FONDURI DE LA BUGET|458.04|C|0|S
458.05.01|Avansuri primite de la Autoritatile de Certificare/ Autoritatile de Management/Agentiile de Plati - FONDURI EXTERNE NERAMBURSABILE POSTADERARE|458.05|C|0|RFE
458.05.02|Avansuri primite de la Autoritatile de Certificare/ Autoritatile deManagement/Agentiilede Plati - FONDURI DE LA BUGET|458.05|C|0|RFE
459.00.00|Sume datorate bugetului Uniunii Europene|459.00|C|0|S
461.01.01|Debitori sub 1 an - creante comerciale|461.01|D|0|S
461.01.02|Debitori sub 1 an - creante buget general consolidat|461.01|D|0|S
461.01.03|Debitori sub 1 an - creante din operatiuni cu FEN|461.01|D|0|S
461.01.04|Debitori sub 1 an - institutii de credit, din tranzactii cu carduri bancare|461.01|D|0|S
461.01.09|Debitori sub 1 an - alte creante|461.01|D|0|R
461.02.01|Debitori peste 1 an - creante comerciale|461.02|D|0|S
461.02.09|Debitori peste 1 an - alte creante necurente|461.02|D|0|S
462.01.01|Creditori sub 1 an - datorii comerciale|462.01|C|0|FER
462.01.03|Creditori sub 1 an - datorii din operatiuni cu FEN|462.01|C|0|S
462.01.09|Creditori sub 1 an - alte datorii curente|462.01|C|0|R
462.02.01|Creditori peste 1 an - datorii comerciale|462.02|C|0|BFE
462.02.09|Creditori peste 1 an - alte datorii necurente|462.02|C|0|S
463.00.00|Creante ale bugetului de stat|463.00|D|0|S
464.00.00|Creante ale bugetului local|464.00|D|0|FE
465.01.00|Creante ale sistemului de asigurare de munca si boli profesionale|465.01|D|0|S
465.02.00|Creante ale bugetului asigurarilor sociale de stat|465.02|D|0|S
466.04.01|Creante ale bugetului asigurarilor pentru somaj (Fondul de garantare pentru plata creantelor salariale)|466.04|D|0|S
466.04.02|Creante ale bugetului asigurarilor pentru somaj|466.04|D|0|S
466.05.00|Creante ale bugetului Fondului national unic de asigurari sociale de sanatate|466.05|D|0|S
466.09.00|Creante ale bugetului trezoreriei statului|466.09|D|0|S
467.01.00|Creditori ai bugetului de stat|467.01|C|0|S
467.02.00|Creditori ai bugetului local|467.02|C|0|FE
467.03.00|Creditori ai bugetului asigurarilor sociale de stat|467.03|C|0|S
467.04.00|Creditori ai bugetului asigurarilor pentru somaj|467.04|C|0|S
467.05.00|Creditori ai bugetului Fondului national unic de asigurari sociale de sanatate|467.05|C|0|S
467.09.00|Creditori ai bugetului trezoreriei statului|467.09|C|0|S
468.01.01|Împrumuturi acordate potrivit legii din bugetul de stat|468.01|D|0|S
468.01.02|Împrumuturi acordate potrivit legii din bugetul local|468.01|D|0|BFE
468.01.03|Plasamente financiare pe termen scurt efectuate din contul curent general al trezoreriei statului|468.01|D|0|S
468.01.04|Împrumuturi acordate din bugetul asigurarilor pentru somaj|468.01|D|0|S
468.01.05|Împrumuturi pe termen scurt acordate din contul curent general al trezoreriei statului|468.01|D|0|S
468.01.06|Împrumuturi pe termen scurt acordate din venituri din privatizare|468.01|D|0|S
468.01.07|Sume acordate din excedentul anului precedent pentru acoperirea golurilor temporare de casa si pentru finantareacheltuielilor sectiunii de dezvoltare|468.01|D|0|S
468.01.08|Împrumuturi pe termen scurt acordate din Fondul special de dezvoltare aflat la dispozitia Guvernului|468.01|D|0|S
468.01.09|Alte împrumuturi acordate pe termen scurt|468.01|D|0|S
469.01.03|Dobânzi aferente împrumuturilor acordate pe termen scurt - plasamente financiare efectuate din contul curent general al trezoreriei statului|469.01|D|0|S
469.01.05|Dobânzi aferente împrumuturilor acordate pe termen scurt din contul curent general al trezoreriei statului|469.01|D|0|S
469.01.06|Dobânzi aferente împrumuturilor acordate pe termen scurt dinvenituri din privatizare|469.01|D|0|S
469.01.08|Dobânzi aferente împrumuturilor acordate pe termen scurt din Fondul special de dezvoltare aflat la dispozitia Guvernului|469.01|D|0|S
469.01.09|Dobânzi aferente altor împrumuturi acordate pe termen scurt|469.01|D|0|S
471.00.00|Cheltuieli înregistrate în avans|471.00|D|0|S
472.00.00|Venituri înregistrate în avans|472.00|D|0|S
473.01.03|Decontari din operatii în curs de clarificare - datorii/creante din operatiuni cu FEN|473.01|B|0|S
473.01.09|Decontari din operatii în curs de clarificare - alte datorii/creante curente|473.01|B|0|S
474.00.00|Sume în curs de certificare/declarare Comisiei Europene /alti donatori - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|474.00|D|0|S
476.00.00|Sume în curs de declarare Autoritatilor de Certificare - FONDURI EXTERNENERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|476.00|D|0|S
481.01.01|Decontari privind operatiuni financiare - activitatea operationala|481.01|B|0|S
481.01.02|Decontari privind operatiuni financiare - activitatea de investitii|481.01|B|0|S
481.01.03|Decontari privind operatiuni financiare - activitatea de finantare|481.01|B|0|S
481.09.00|Alte decontari|481.09|B|0|S
483.00.00|Decontari din operatii în participatie|483.00|B|0|S
484.00.00|Decontari privind titlurile de stat destinate populatiei emise prin intermediul unitatilor operative ale Trezoreriei Statului|484.00|B|0|S
489.01.01|Decontari privind încheierea executiei bugetului de stat din anul curent - venituri|489.01|B|0|S
489.02.01|Decontari privind încheierea executiei bugetului de stat din anul curent - cheltuieli|489.02|B|0|S
489.03.01|Decontari privind încheierea executiei bugetului de stat din anul curent - excedent/deficit preluat de la unitatile trezoreriei statului|489.03|B|0|S
491.01.00|Ajustari pentru deprecierea creantelor - clienti sub 1 an|491.01|C|0|S
491.02.00|Ajustari pentru deprecierea creantelor - clienti peste 1 an|491.02|C|0|S
496.01.00|Ajustari pentru deprecierea creantelor - debitori sub 1 an|496.01|C|0|S
496.02.00|Ajustari pentru deprecierea creantelor - debitori peste 1 an|496.02|C|0|S
497.00.00|Ajustari pentru deprecierea creantelor bugetare|497.00|C|0|S
505.00.00|Obligatiuni emise si rascumparate|505.00|D|0|S
509.00.00|Varsaminte de efectuat pentru investitiile pe termen scurt|509.00|C|0|S
510.00.00|Disponibil din împrumuturi dindisponibilitatile contului curent general al trezoreriei statului|510.00|D|0|S
511.01.01|Valori de încasat|511.01|D|0|S
511.01.02|Cecuri de încasat la institutii de credit|511.01|D|0|S
512.01.01|Conturi la trezorerii în lei|512.01|B|0|E
512.01.02|Conturi la institutii de credit în lei|512.01|B|0|S
512.04.02|Conturi la institutii de credit în valuta|512.04|B|0|S
512.05.01|Sume în curs de decontare la trezorerii|512.05|B|0|S
512.05.02|Sume în curs de decontare la institutii de credit|512.05|B|0|S
512.06.01|Disponibil în lei al trezoreriei centrale la trezorerii|512.06|B|0|S
512.06.02|Disponibil în lei al trezoreriei centrale la institutii de credit|512.06|B|0|S
512.07.00|Disponibil în valuta al trezoreriei centrale|512.07|B|0|S
512.08.00|Conturi de clearing, barter si cooperare economica|512.08|B|0|S
512.09.01|Disponibil al operatorilor economici la trezorerie|512.09|D|0|S
512.09.02|Depozite ale operatorilor economici la trezorerie|512.09|D|0|S
512.10.00|Disponibil aferent certificatelor de trezorerie ale populatiei|512.10|D|0|S
512.11.00|Disponibil aferent titlurilor de stat destinate populației emise prin intermediul unităților operative ale Trezoreriei Statului|512.10|D|0|S
513.01.01|Disponibil în lei din împrumuturi interne si externe contractate de stat la trezorerie|513.01|D|0|S
513.01.02|Disponibil în lei din împrumuturi interne si externe contractate de stat la institutii de credit|513.01|D|0|S
513.02.02|Disponibil în valuta din împrumuturi interne si externe contractate de stat la institutii de credit|513.02|D|0|S
513.03.01|Disponibil în lei al bugetului creditelor interne din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi contractate de stat|513.03|D|0|S
513.03.02|Disponibil în lei al bugetului creditelor externe din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi contractate de stat|513.03|D|0|S
514.01.01|Disponibil în lei din împrumuturi interne si externe garantate de stat la trezorerie|514.01|D|0|S
514.01.02|Disponibil în lei din împrumuturi interne si externe garantate de stat la institutii de credit|514.01|D|0|S
514.02.02|Disponibil în valuta din împrumuturi interne si externe garantate de stat la institutii de credit|514.02|D|0|S
514.03.01|Disponibil în lei al bugetului creditelor interne din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi garantate de stat|514.03|D|0|S
514.03.02|Disponibil în lei al bugetului creditelor externe din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi garantate de stat|514.03|D|0|S
515.01.01|Disponibil în lei din fonduri externe nerambursabile la trezorerie|515.01|D|0|S
515.01.02|Disponibil în lei din fonduri externe nerambursabile la institutii de credit|515.01|D|0|S
515.01.03|Disponibil în lei din fonduri externe nerambursabile la trezorerie - venituri ale bugetului fondurilor externe nerambursabile (sursa D)|515.01|D|0|S
515.02.02|Disponibil în valuta din fonduri externe nerambursabile la institutii de credit|515.02|D|0|S
515.03.01|Depozite bancare la trezorerie|515.03|D|0|S
515.03.02|Depozite bancare la institutii de credit|515.03|D|0|S
515.04.00|Rezultatul executiei bugetare din anul curent|515.04|D|0|S
515.05.00|Rezultatul executiei bugetare din anii precedenti|515.05|D|0|S
515.06.00|Disponibil al bugetului fondurilor externe nerambursabile din sume neutilizate în anul curent și reportate în anul următor|515.06|D|0|S
516.01.01|Disponibil în lei din împrumuturi interne si externe contractate de autoritatile administratiei publice locale la trezorerie|516.01|D|0|S
516.01.02|Disponibil în lei din împrumuturi interne si externe contractate de autoritatile administratiei publice locale la institutii de credit|516.01|D|0|S
516.02.02|Disponibil în valuta din împrumuturi interne si externe contractate de autoritatile administratiei publice locale la institutii de credit|516.02|D|0|S
516.03.01|Disponibil în lei al bugetului creditelor interne din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi contractate de autoritătile administratiei publice locale|516.03|D|0|S
516.03.02|Disponibil în lei al bugetului creditelor externe din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi contractate de autoritătile administratiei publice locale|516.03|D|0|S
517.01.01|Disponibil în lei din împrumuturi interne si externe garantate de autoritatile administratiei publice locale la trezorerie|517.01|D|0|S
517.01.02|Disponibil în lei din împrumuturi interne si externe garantate de autoritatile administratiei publice locale la institutii de credit|517.01|D|0|S
517.02.02|Disponibil în valuta din împrumuturi interne si externe garantate de autoritatile administratiei publice locale la institutii de credit|517.02|D|0|S
517.03.01|Disponibil în lei al bugetului creditelor interne din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi garantate de autoritătile administratiei publice locale|517.03|D|0|S
517.03.02|Disponibil în lei al bugetului creditelor externe din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi garantate de autoritătile administratiei publice locale|517.03|D|0|S
518.06.01|Dobânzi de platit - aferente disponibilului|518.06|C|0|S
518.06.03|Dobânzi de platit - aferente depozitelor|518.06|C|0|S
518.06.04|Dobânzi de platit - aferente titlurilor de natura datoriei|518.06|C|0|S
518.06.05|Dobânzi de platit - aferente împrumuturilor primite din contul curent general al trezoreriei statului|518.06|C|0|S
518.06.06|Dobânzi de platit - aferente împrumuturilor primite din venituri din privatizare|518.06|C|0|S
518.06.08|Dobânzi de platit - aferente împrumuturilor primite din Fondul special de dezvoltare la dispozitia Guvernului|518.06|C|0|S
518.06.09|Dobânzi de platit - aferente altor împrumuturi|518.06|C|0|S
518.07.01|Dobânzi de încasat - conturi la trezorerie|518.07|D|0|S
518.07.02|Dobânzi de încasat - conturi la institutii de credit|518.07|D|0|S
518.08.00|Dobânzi de platit aferente creditelor pe termen scurt provenite din reclasificarea creditelor comerciale în împrumuturi|518.08|C|0|S
519.01.01|Împrumuturi pe termen scurt primite din venituri din Fondul special de dezvoltare la dispozitiaGuvernului|519.01|C|0|S
519.01.02|Împrumuturi pe termen scurt primite din venituri din privatizare|519.01|C|0|S
519.01.03|Depozite atrase|519.01|C|0|S
519.01.04|Împrumuturi primite din bugetul de stat pentru înfiintarea unor institutii sau a unor activitati finantate integral din venituri proprii|519.01|C|0|S
519.01.05|Împrumuturi primite din bugetul local pentru înfiintarea unor institutii si servicii publice sau activitati finantate integral din venituri proprii|519.01|C|0|S
519.01.06|Împrumuturi interne si externe contractate de autoritatile administratiei publice locale|519.01|C|0|S
519.01.07|Sume primite din excedentul anului precedent pentru acoperirea golurilor temporare de casa si pentru finantarea cheltuielilor sectiunii de dezvoltare|519.01|C|0|S
519.01.08|Împrumuturi primite din disponibilitatile contului curent general al trezoreriei statului|519.01|C|0|S
519.01.09|Titluri de stat|519.01|C|0|S
519.01.10|Credite pe termen scurt primite, rezultate din reclasificarea creditelor comerciale în împrumuturi|519.01|C|0|S
519.01.80|Împrumuturi pe termen scurt nerambursate la scadenta|519.01|C|0|S
519.01.90|Alte împrumuturi pe termen scurt|519.01|C|0|S
520.01.00|Disponibil al bugetului de stat|520.01|D|0|S
520.02.00|Rezultatul executiei bugetului de stat din anul curent|520.02|B|0|S
521.01.00|Disponibil al bugetului local|521.01|D|0|E
521.02.00|Rezultatul executiei bugetare din anul curent|521.02|B|0|S
521.03.00|Rezultatul executiei bugetare din anii precedenti|521.03|D|0|E
523.00.00|Disponibil din cote defalcate din impozitul pe venit pentruechilibrarea bugetelor locale|523.00|D|0|S
524.01.00|Disponibil al bugetului trezoreriei statului|524.01|D|0|S
524.02.00|Rezultatul executiei bugetului trezoreriei statului din anul curent|524.02|B|0|S
524.03.00|Rezultatul executiei bugetului trezoreriei statului din anii precedenti|524.03|D|0|S
525.01.01|Disponibil al sistemului de asigurare pentru accidente de munca si boli profesionale|525.01|D|0|S
525.01.02|Disponibil al bugetului asigurarilor sociale de stat|525.01|D|0|S
525.02.01|Rezultatul executiei bugetare din anul curent a sistemului de asigurare pentru accidente de munca si boli profesionale|525.02|B|0|S
525.02.02|Rezultatul executiei bugetare din anul curent al bugetului asigurarilor sociale de stat|525.02|B|0|S
525.03.01|Rezultatul executiei bugetare din anii precedenti- a sistemului de asigurare pentru accidente de munca si boli profesionale|525.03|D|0|S
525.03.02|Rezultatul executiei bugetare din anii precedenti - al bugetului asigurarilor sociale de stat|525.03|D|0|S
525.04.00|Depozite din excedentul bugetului asigurarilor sociale de stat|525.04|D|0|S
526.00.00|Disponibil din fondul de rezerva al bugetului asigurarilor sociale de stat|526.00|D|0|S
527.00.00|Disponibil din fondul de rezerva constituitconform Legii nr.95/2006|527.00|D|0|S
528.00.00|Disponibil din sume încasate în cursul procedurii de executare silita|528.00|D|0|S
529.01.01|Disponibil din sumele colectate pentru bugetul de stat la trezorerie|529.01|D|0|S
529.01.02|Disponibil din sumele colectate pentru bugetul de stat la institutii de credit|529.01|D|0|S
529.02.01|Disponibil din sumele colectate pentru bugetul local la trezorerie|529.02|D|0|S
529.02.02|Disponibil din sumele colectate pentru bugetul local la institutii de credit|529.02|D|0|S
529.03.01|Disponibil din sume colectate pentru alte bugete la trezorerie|529.03|D|0|S
529.03.02|Disponibil din sume colectate pentru alte bugete la institutii de credit|529.03|D|0|S
529.04.00|Disponibil din venituri încasate pentru bugetul capitalei|529.04|D|0|S
529.09.01|Disponibil din sume colectate prin intermediul cardurilor la trezorerie|529.09|D|0|S
529.09.02|Disponibil din sume colectate prin intermediul cardurilor la institutii de credit|529.09|D|0|S
531.01.01|Casa în lei|531.01|D|0|E
531.04.02|Casa în valuta|531.04|D|0|S
532.01.00|Timbre fiscale si postale|532.01|D|0|S
532.02.00|Bilete de tratament si odihna|532.02|D|0|S
532.03.00|Tichete si bilete de calatorie|532.03|D|0|S
532.04.00|Bonuri valorice pentru carburanti auto|532.04|D|0|S
532.05.00|Bilete cu valoare nominala|532.05|D|0|S
532.06.00|Tichete de masa|532.06|D|0|S
532.08.00|Alte valori|532.08|D|0|S
541.01.01|Acreditive în lei la trezorerie|541.01|D|0|S
541.01.02|Acreditive în lei la institutii de credit|541.01|D|0|S
541.02.02|Acreditive în valuta la institutii de credit|541.02|D|0|S
542.01.00|Avansuri de trezorerie în lei|542.01|D|0|E
542.02.00|Avansuri de trezorerie în valuta|542.02|D|0|S
550.01.01|Disponibil din fonduri cu destinatie speciala la trezorerie|550.01|D|0|S
550.01.02|Disponibil din fonduri cu destinatie speciala la institutii de credit|550.01|D|0|S
552.00.00|Disponibil pentru sume de mandat si sume în depozit|552.00|D|0|R
555.01.01|Disponibil al fondului de risc în lei la trezorerie|555.01|D|0|S
555.01.02|Disponibil al fondului de risc în lei la institutii de credit|555.01|D|0|S
555.01.03|Disponibil al fondului de risc în lei la trezorerie în curs de clarificare|555.01|D|0|S
555.02.02|Disponibil al fondului de risc în valuta la institutii de credit|555.02|D|0|S
555.03.00|Rezultatul executiei bugetare din anul curent|555.03|D|0|S
555.04.00|Rezultatul executiei bugetare din anii precedenti|555.04|D|0|S
557.01.01|Disponibil în lei din valorificarea bunurilor intrate în proprietatea privata a statului la trezorerie|557.01|D|0|S
557.02.02|Disponibil în valuta din valorificarea bunurilor intrate în proprietatea privata a statului la institutii de credit|557.02|D|0|S
558.01.01|Disponibil în lei din contributia nationala reprezentând cofinantarea de la buget aferentaprogramelor/proiectelorfinantate din fonduri externe nerambursabile la Trezorerie|558.01|D|0|S
558.01.02|Disponibil în lei din contributia nationala reprezentând cofinantarea de la buget aferenta programelor/proiectelor finantate din fonduri externe nerambursabile la institutii de credit|558.01|D|0|S
558.02.01|Disponibil în lei din contributia nationala reprezentând alte cheltuieli decât cele eligibile de la buget aferente programelor/proiectelor finantate din fonduri externe nerambursabile la trezorerie|558.02|D|0|S
558.02.02|Disponibil în lei din contributia natională reprezentând alte cheltuieli decât cele eligibile de la buget aferente programelor/proiectelor finantate din fonduri externe nerambursabile la institutii de credit|558.02|D|0|S
558.03.02|Disponibil în valuta din contributia nationala reprezentândcofinantarea de la buget aferenta programelor/proiectelor finantate din fonduri externe nerambursabile la institutii de credit|558.03|D|0|S
558.03.03|Disponibil în valută din contributia natională reprezentând alte cheltuieli decât cele eligibile de la buget aferentă programelor/proiectelor finantate din fonduri externe nerambursabile la institutii de credit|558.03|D|0|S
559.01.01|Disponibil în lei de la buget reprezentând prefinantari si fonduri în cazul indisponibilitatilor temporare aferente programelor/proiectelor finantate din fonduri externe nerambursabile la Trezorerie|559.01|D|0|S
559.01.02|Disponibil în lei de la buget reprezentând prefinantari si fonduri în cazul indisponibilitatilor temporare aferente programelor/proiectelor finantate din fonduri externe nerambursabilela institutii de credit|559.01|D|0|S
559.02.02|Disponibil în valuta de la buget reprezentând prefinantari si fonduri în cazul indisponibilitatilor temporare aferente programelor/proiectelor finantate din fonduri externe nerambursabile la institutii de credit|559.02|D|0|S
560.01.01|Disponibil în lei al institutiilor publice finantate integral din venituri proprii - Disponibil curent la trezorerie|560.01|D|0|S
560.01.02|Disponibil în lei al institutiilor publice finantate integral din venituri proprii - Disponibil curent la institutii de credit|560.01|D|0|S
560.01.03|Disponibil în valută al institutiilor publice finantate integral din venituri proprii - Disponibil curent la institutii de credit|560.01|D|0|S
560.02.00|Rezultatul executiei bugetare din anul curent|560.02|D|0|S
560.03.00|Rezultatul executiei bugetare din anii precedenti|560.03|D|0|S
560.04.01|Depozite ale institutiilor publice finantate integral din venituri proprii la trezorerie|560.04|D|0|S
560.04.02|Depozite ale institutiilor publice finantate integral din venituri proprii la institutii de credit|560.04|D|0|S
561.01.01|Disponibil în lei al institutiilor publice finantate din venituri proprii si subventii - Disponibil curent la trezorerie|561.01|D|0|S
561.01.02|Disponibil în lei al institutiilor publice finantate din venituri proprii si subventii - Disponibil curent la institutii de credit|561.01|D|0|S
561.01.03|Disponibil în valuta al institutiilor publice finantate din venituri proprii si subventii - Disponibil curent la institutii de credit|561.01|D|0|S
561.02.00|Rezultatul executiei bugetare din anul curent|561.02|D|0|S
561.03.00|Rezultatul executiei bugetare din anii precedenti|561.03|D|0|S
562.01.01|Disponibil in lei al activitatilor finantate integral din venituri proprii – Disponibil curent la trezorerie|562.01|D|0|S
562.01.02|Disponibil in lei al activitatilor finantate integral din venituri proprii – Disponibil curent la institutii de credit|562.01|D|0|S
562.01.03|Disponibil in valuta al activitatilor finantate integral din venituri proprii – Disponibil curent la institutii de credit|562.01|D|0|S
562.02.00|Rezultatul executiei bugetare din anul curent|562.02|D|0|S
562.03.00|Rezultatul executiei bugetare din anii precedenti|562.03|D|0|S
562.04.01|Depozite ale activitătilor finantate integral din venituri proprii la trezorerie|562.04|D|0|S
562.04.02|Depozite ale activitătilor finantate integral din venituri proprii la institutii de credit|562.04|D|0|S
571.01.00|Disponibil din veniturile Fondului national unic de asigurari sociale de sanatate|571.01|D|0|S
571.02.00|Rezultatul executiei bugetare din anul curent|571.02|B|0|S
571.03.00|Rezultatul executiei bugetare din anii precedenti|571.03|D|0|S
571.04.00|Depozite din veniturile Fondului national unic de asigurari sociale de sanatate|571.04|D|0|S
574.01.01|Disponibil al Fondului de garantare pentru plata creantelor salariale|574.01|D|0|S
574.01.02|Disponibil al bugetului asigurarilor pentru somaj|574.01|D|0|S
574.02.01|Rezultatul executiei bugetare din anul curent al Fondului de garantare pentru plata creantelor salariale|574.02|B|0|S
574.02.02|Rezultatul executiei bugetare din anul curent al bugetului asigurarilor pentru somaj|574.02|B|0|S
574.03.01|Rezultatul executiei bugetare din anii precedenti al Fondului de garantare pentru plata creantelor salariale|574.03|D|0|S
574.03.02|Rezultatul executiei bugetare din anii precedenti al bugetului asigurarilor pentru somaj|574.03|D|0|S
574.04.00|Depozite din veniturile bugetului asigurarilor pentru somaj|574.04|D|0|S
575.01.00|Disponibil din veniturile Fondului pentru mediu|575.01|D|0|S
575.02.00|Rezultatul executiei bugetare din anul curent|575.02|B|0|S
575.03.00|Rezultatul executiei bugetare din anii precedenti|575.03|D|0|S
575.04.00|Depozite din veniturile Fondului pentru mediu|575.04|D|0|S
581.01.01|Viramente interne - activitatea operationala|581.01|B|0|S
581.01.02|Viramente interne - activitatea de investitii|581.01|B|0|S
581.01.03|Viramente interne - activitatea de finantare|581.01|B|0|S
581.01.04|Viramente interne - alte activitati|581.01|B|0|S
595.00.00|Ajustari pentru pierderea de valoare a obligatiunilor emise si rascumparate|595.00|C|0|S
601.00.00|Cheltuieli cu materiile prime|601.00|D|0|S
602.01.00|Cheltuieli cu materialele auxiliare|602.01|D|0|S
602.02.00|Cheltuieli privind combustibilul|602.02|D|0|E
602.03.00|Cheltuieli privind materialele pentru ambalat|602.03|D|0|S
602.04.00|Cheltuieli privind piesele de schimb|602.04|D|0|S
602.05.00|Cheltuieli privind semintele si materialele de plantat|602.05|D|0|S
602.06.00|Cheltuieli privind furajele|602.06|D|0|S
602.07.00|Cheltuieli privind hrana|602.07|D|0|S
602.08.00|Cheltuieli privind alte materiale consumabile|602.08|D|0|E
602.09.00|Cheltuieli privind medicamentele si materialele sanitare|602.09|D|0|E
603.00.00|Cheltuieli privind materialele de natura obiectelor de inventar|603.00|D|0|E
606.00.00|Cheltuieli privind animalele si pasarile|606.00|D|0|S
607.00.00|Cheltuieli privind marfurile|607.00|D|0|S
608.00.00|Cheltuieli privind ambalajele|608.00|D|0|S
609.00.00|Cheltuieli cu alte stocuri|609.00|D|0|S
610.00.00|Cheltuieli privind energia si apa|610.00|D|0|E
611.00.00|Cheltuieli cu întretinerea si reparatiile|611.00|D|0|E
612.00.00|Cheltuieli cu chiriile|612.00|D|0|E
613.00.00|Cheltuieli cu primele de asigurare|613.00|D|0|E
614.00.00|Cheltuieli cu deplasari, detasari, transferari|614.00|D|0|S
622.00.00|Cheltuieli privind comisioanele si onorariile|622.00|D|0|S
623.00.00|Cheltuieli de protocol, reclama si publicitate|623.00|D|0|S
624.01.00|Cheltuieli cu transportul de bunuri|624.01|D|0|S
624.02.00|Cheltuieli cu transportul de personal|624.02|D|0|S
626.00.00|Cheltuieli postale si taxe de telecomunicatii|626.00|D|0|E
627.00.00|Cheltuieli cu serviciile bancare si asimilate|627.00|D|0|S
628.00.00|Alte cheltuieli cu serviciile executate de terti|628.00|D|0|E
629.01.00|Alte cheltuieli autorizate prin dispozitii legale - cheltuieli curente|629.01|D|0|E
635.01.00|Cheltuieli cu alte impozite, taxe si varsaminte asimilate|635.01|D|0|E
635.02.00|Cheltuieli cu impozitul pe profit|635.02|D|0|S
641.00.00|Cheltuieli cu salariile personalului|641.00|D|0|E
642.00.00|Cheltuieli salariale în natura|642.00|D|0|S
645.01.00|Contributiileangajatorilor pentru asigurari sociale|645.01|D|0|E
645.02.00|Contributiileangajatorilor pentru asigurari de somaj|645.02|D|0|S
645.03.00|Contributiileangajatorilor pentru asigurari sociale de sanatate|645.03|D|0|S
645.04.00|Contributiileangajatorilor pentru accidente de munca si boli profesionale|645.04|D|0|S
645.05.00|Contributiileangajatorilor pentru concedii si indemnizatii|645.05|D|0|S
645.06.00|Contributiileangajatorilor la fondul de garantare pentru plata creantelor salariale|645.06|D|0|S
645.07.00|Cheltuieli privind asigurarile sociale|645.07|D|0|E
645.08.00|Alte cheltuieli privind asigurarile si protectia sociala|645.08|D|0|S
646.00.00|Cheltuieli cu indemnizatiile de delegare, detasare si alte drepturi salariale|646.00|D|0|S
647.00.00|Cheltuieli din fondul destinat stimularii personalului|647.00|D|0|S
654.00.00|Pierderi din creante si debitori diversi|654.00|D|0|S
658.01.01|Alte cheltuieli operationale – transfer active fixe și stocuri între institutii publice|658.01|D|0|S
658.01.09|Alte cheltuieli operationale – alte operatiuni|658.01|D|0|E
661.00.00|Cheltuieli din diferente nefavorabile de reevaluare rezultate din operatiuni de preschimbare a obligatiunilor/titlurilor de stat|661.00|B|0|S
663.00.00|Pierderi din creante imobilizate|663.00|D|0|S
664.00.00|Cheltuieli din investitii financiare cedate|664.00|D|0|S
665.01.00|Cheltuieli din diferente de curs valutar - diferente de curs din reevaluarea creantelor si datoriilor|665.01|D|0|S
665.02.00|Cheltuieli din diferente de curs valutar - diferente de curs din reevaluarea disponibilitatilor|665.02|D|0|S
666.00.00|Cheltuieli privind dobânzile|666.00|D|0|E
667.00.00|Sume de transferat bugetului de stat reprezentând câstiguri din schimb valutar - PHARE, SAPARD, ISPA|667.00|D|0|S
668.00.00|Dobânzi de transferat Comisiei Europene/altor donatori sau de alocat programului - PHARE, SAPARD, ISPA, FONDURI EXTERNE NERAMBURSABILE POSTADERARE|668.00|D|0|S
669.00.00|Alte pierderi (cheltuieli neeligibile - costuri bancare) - PHARE, SAPARD, ISPA -|669.00|D|0|S
670.00.00|Subventii|670.00|D|0|S
671.00.00|Transferuri curente între unitati ale administratiei publice|671.00|D|0|S
672.00.00|Transferuri de capital între unitati ale administratiei publice|672.00|D|0|S
673.00.00|Transferuri interne|673.00|D|0|S
674.00.00|Transferuri în strainatate|674.00|D|0|S
675.00.00|Contributia României la bugetul UniuniiEuropene|675.00|D|0|S
