Cont|Denumire|Parinte|Functie|Sumator|Defalcare
467.04|Creditori ai bugetului asigurarilor pentru somaj|467|C|0|S
467.05|Creditori ai bugetului Fondului national unic de asigurari sociale de sanatate|467|C|0|S
467.09|Creditori ai bugetului trezoreriei statului|467|C|0|S
468.01|Împrumuturi pe termen scurt acordate potrivit legii|468|D|0|S
469.01|Dobânzi aferente împrumuturilor acordate pe termen scurt|469|D|0|S
471.00|Cheltuieli înregistrate în avans|471|D|0|S
472.00|Venituri înregistrate în avans|472|C|0|S
473.01|Decontari din operatii în curs de clarificare|473|B|0|S
474.00|Sume în curs de certificare/declarare Comisiei Europene/alti donatori - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|474|D|0|S
476.00|Sume în curs de declarare Autoritatilor de Certificare - FONDURI EXTERNE NERAMBURSABILE POSTADERARE SI FONDURI DE LA BUGET|476|D|0|S
481.01|Decontari privind operatiuni financiare|481|B|0|S
481.09|Alte decontari|481|B|0|S
483.00|Decontari din operatii în participatie|483|B|0|S
484.00|Decontari privind titlurile de stat destinate populatiei emise prin intermediul unitatilor operative ale Trezoreriei Statului|484|B|0|S
489.01|Decontari privind încheierea executiei bugetului de stat din anul curent - venituri|489|B|0|S
489.02|Decontari privind încheierea executiei bugetului de stat din anul curent - cheltuieli|489|B|0|S
489.03|Decontari privind încheierea executiei bugetului de stat din anul curent - excedent/deficit preluat de la unitatile trezoreriei statului|489|B|0|S
491.01|Ajustari pentru deprecierea creantelor - clienti sub 1 an|491|C|0|S
491.02|Ajustari pentru deprecierea creantelor - clienti peste 1 an|491|C|0|S
496.01|Ajustari pentru deprecierea creantelor - debitori sub 1 an|496|C|0|S
496.02|Ajustari pentru deprecierea creantelor - debitori peste 1 an|496|C|0|S
497.00|Ajustari pentru deprecierea creantelor bugetare|497|C|0|S
505.00|Obligatiuni emise si rascumparate|505|D|0|S
509.00|Varsaminte de efectuat pentru investitiile pe termen scurt|509|C|0|S
510.00|Disponibil din împrumuturi din disponibilitatile contului curent general al trezoreriei statului|510|D|0|S
511.01|Valori de încasat|511|D|0|S
512.01|Conturi la trezorerii si institutii de credit în lei|512|B|0|S
512.04|Conturi în valuta|512|B|0|S
512.05|Sume în curs de decontare|512|B|0|S
512.06|Disponibil în lei al trezoreriei centrale|512|B|0|S
512.07|Disponibil în valuta al trezoreriei centrale|512|B|0|S
512.08|Conturi de clearing, barter si cooperare economica|512|B|0|S
512.09|Disponibil al operatorilor economici la trezorerie|512|D|0|S
512.10|Disponibil aferent certificatelor de trezorerie ale populatiei|512|D|0|S
513.01|Disponibil în lei din împrumuturi interne si externe contractate de stat|513|D|0|S
513.02|Disponibil în valuta din împrumuturi interne si externe contractate de stat|513|D|0|S
513.03|Disponibil al bugetelor creditelor interne și externe din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi contractate de stat|513|D|0|S
514.01|Disponibil în lei din împrumuturi interne si externe garantate de stat|514|D|0|S
514.02|Disponibil în valuta din împrumuturi interne si externe garantate de stat|514|D|0|S
514.03|Disponibil al bugetelor creditelor interne și externe din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi garantate de stat|514|D|0|S
515.01|Disponibil în lei din fonduri externe nerambursabile|515|D|0|S
515.02|Disponibil în valuta din fonduri externe nerambursabile|515|D|0|S
515.03|Depozite bancare|515|D|0|S
515.04|Rezultatul executiei bugetare din anul curent|515|D|0|S
515.05|Rezultatul executiei bugetare din anii precedenti|515|D|0|S
515.06|Disponibil al bugetului fondurilor externe nerambursabile din sume neutilizate în anul curent și reportate în anul următor|515|D|0|S
516.01|Disponibil în lei din împrumuturi interne si externe contractate de autoritatile administratiei publice locale|516|D|0|S
516.02|Disponibil în valuta din împrumuturi interne si externe contractate de autoritatile administratiei publice locale|516|D|0|S
516.03|Disponibil al bugetelor creditelor interne și externe din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi contractate de autoritătile administratiei publice locale|516|D|0|S
517.01|Disponibil în lei din împrumuturi interne si externe garantate de autoritatile administratiei publice locale|517|D|0|S
517.02|Disponibil în valuta din împrumuturi interne si externe garantate de autoritatile administratiei publice locale|517|D|0|S
517.03|Disponibil al bugetelor creditelor interne și externe din sume neutilizate în anul curent și reportate în anul următor - din împrumuturi garantate de autoritătile administratiei publice locale|517|D|0|S
518.06|Dobânzi de platit|518|C|0|S
518.07|Dobânzi de încasat|518|D|0|S
518.08|Dobânzi de platit aferente creditelor pe termen scurt provenite din reclasificarea creditelor comerciale în împrumuturi|518|C|0|S
519.01|Împrumuturi pe termen scurt|519|C|0|S
520.01|Disponibil al bugetului de stat|520|D|0|S
520.02|Rezultatul executiei bugetului de stat din anul curent|520|B|0|S
521.01|Disponibil al bugetului local|521|D|0|S
521.02|Rezultatul executiei bugetare din anul curent|521|D|0|S
521.03|Rezultatul executiei bugetare din anii precedenti|521|D|0|S
523.00|Disponibil din cote defalcate din impozitul pe venit pentru echilibrarea bugetelor locale|523|D|0|S
524.01|Disponibil al bugetului trezoreriei statului|524|D|0|S
524.02|Rezultatul executiei bugetului trezoreriei statului din anul curent|524|B|0|S
524.03|Rezultatul executiei bugetului trezoreriei statului din anii precedenti|524|D|0|S
525.01|Disponibil al bugetului asigurarilor sociale de stat|525|D|0|S
525.02|Rezultatul executiei bugetare din anul curent|525|B|0|S
525.03|Rezultatul executiei bugetare din anii precedenti|525|D|0|S
525.04|Depozite din excedentul bugetului asigurarilor sociale de stat|525|D|0|S
526.00|Disponibil din fondul de rezerva al bugetului asigurarilor sociale de stat|526|D|0|S
527.00|Disponibil din fondul de rezerva constituit conform Legii nr.95/2006|527|D|0|S
528.00|Disponibil din sume încasate în cursul procedurii de executare silita|528|D|0|S
529.01|Disponibil din sumele colectate pentru bugetul de stat|529|D|0|S
529.02|Disponibil din sumele colectate pentru bugetul local|529|D|0|S
529.03|Disponibil din sume colectate pentru alte bugete|529|D|0|S
529.04|Disponibil din venituri încasate pentru bugetul capitalei|529|D|0|S
529.09|Disponibil din sume colectate prin intermediul cardurilor|529|D|0|S
531.01|Casa în lei|531|D|0|S
531.04|Casa în valuta|531|D|0|S
532.01|Timbre fiscale si postale|532|D|0|S
532.02|Bilete de tratament si odihna|532|D|0|S
532.03|Tichete si bilete de calatorie|532|D|0|S
532.04|Bonuri valorice pentru carburanti auto|532|D|0|S
532.05|Bilete cu valoare nominala|532|D|0|S
532.06|Tichete de masa|532|D|0|S
532.08|Alte valori|532|D|0|S
541.01|Acreditive în lei|541|D|0|S
541.02|Acreditive în valuta|541|D|0|S
542.01|Avansuri de trezorerie în lei|542|D|0|S
542.02|Avansuri de trezorerie în valuta|542|D|0|S
550.01|Disponibil din fonduri cu destinatie speciala|550|D|0|S
552.00|Disponibil pentru sume de mandat si sume în depozit|552|D|0|S
555.01|Disponibil al fondului de risc în lei|555|D|0|S
555.02|Disponibil al fondului de risc în valuta|555|D|0|S
555.03|Rezultatul executiei bugetare din anul curent|555|D|0|S
555.04|Rezultatul executiei bugetare din anii precedenti|555|D|0|S
557.01|Disponibil în lei din valorificarea bunurilor intrate în proprietatea privata a statului|557|D|0|S
557.02|Disponibil în valuta din valorificarea bunurilor intrate în proprietatea privata a statului|557|D|0|S
558.01|Disponibil în lei din contributia nationala reprezentând cofinantarea de la buget aferenta programelor/proiectelor finantate din fonduri externe nerambursabile|558|D|0|S
558.02|Disponibil în lei din contributia nationala reprezentând alte cheltuieli decât cele eligibile de la buget aferente programelor/proiectelor finantate din fonduri externe nerambursabile|558|D|0|S
558.03|Disponibil în valută din contributia natională aferentă programelor/proiectelor finantate din fonduri externe nerambursabile|558|D|0|S
559.01|Disponibil în lei de la buget reprezentând prefinantari si fonduri în cazul indisponibilitatilor temporare aferente programelor/proiectelor finantate din fonduri externe nerambursabile|559|D|0|S
559.02|Disponibil în valuta de la buget reprezentând prefinantari si fonduri în cazul indisponibilitatilor temporare aferente programelor/proiectelor finantate din fonduri externe nerambursabile|559|D|0|S
560.01|Disponibil curent al institutiilor publice finantate integral din venituri proprii|560|D|0|S
560.02|Rezultatul executiei bugetare din anul curent|560|D|0|S
560.03|Rezultatul executiei bugetare din anii precedenti|560|D|0|S
560.04|Depozite ale institutiilor publice finantate integral din venituri proprii|560|D|0|S
561.01|Disponibil al institutiilor publice finantate din venituri proprii sisubventii|561|D|0|S
561.02|Rezultatul executiei bugetare din anul curent|561|D|0|S
561.03|Rezultatul executiei bugetare din anii precedenti|561|D|0|S
562.01|Disponibil al activitatilor finantate din venituri proprii|562|D|0|S
562.02|Rezultatul executiei bugetare din anul curent|562|D|0|S
562.03|Rezultatul executiei bugetare din anii precedenti|562|D|0|S
562.04|Depozite ale activitătilor finantate integral din venituri proprii|562|D|0|S
571.01|Disponibil din veniturile Fondului national unic de asigurari sociale desanatate|571|D|0|S
571.02|Rezultatul executiei bugetare din anul curent|571|B|0|S
571.03|Rezultatul executiei bugetare din anii precedenti|571|D|0|S
571.04|Depozite din veniturile Fondului national unic de asigurari sociale de sanatate|571|D|0|S
574.01|Disponibil din veniturile bugetului asigurarilor pentru somaj|574|D|0|S
574.02|Rezultatul executiei bugetare din anul curent|574|B|0|S
574.03|Rezultatul executiei bugetare din aniiprecedenti|574|D|0|S
574.04|Depozite din veniturile bugetului asigurarilor pentru somaj|574|D|0|S
575.01|Disponibil din veniturile Fondului pentru mediu|575|D|0|S
575.02|Rezultatul executiei bugetare din anul curent|575|B|0|S
575.03|Rezultatul executiei bugetare din anii precedenti|575|D|0|S
575.04|Depozite din veniturile Fondului pentru mediu|575|D|0|S
581.01|Viramente interne|581|B|0|S
595.00|Ajustari pentru pierderea de valoare a obligatiunilor emise si rascumparate|595|C|0|S
601.00|Cheltuieli cu materiile prime|601|D|0|S
602.01|Cheltuieli cu materialele auxiliare|602|D|0|S
602.02|Cheltuieli privind combustibilul|602|D|0|S
602.03|Cheltuieli privind materialele pentru ambalat|602|D|0|S
602.04|Cheltuieli privind piesele de schimb|602|D|0|S
602.05|Cheltuieli privind semintele si materialele de plantat|602|D|0|S
602.06|Cheltuieli privind furajele|602|D|0|S
602.07|Cheltuieli privind hrana|602|D|0|S
602.08|Cheltuieli privind alte materiale consumabile|602|D|0|S
602.09|Cheltuieli privind medicamentele si materialele sanitare|602|D|0|S
603.00|Cheltuieli privind materialele de natura obiectelor de inventar|603|D|0|S
606.00|Cheltuieli privind animalele si pasarile|606|D|0|S
607.00|Cheltuieli privind marfurile|607|D|0|S
608.00|Cheltuieli privind ambalajele|608|D|0|S
609.00|Cheltuieli cu alte stocuri|609|D|0|S
610.00|Cheltuieli privind energia si apa|610|D|0|S
611.00|Cheltuieli cu întretinerea si reparatiile|611|D|0|S
612.00|Cheltuieli cu chiriile|612|D|0|S
613.00|Cheltuieli cu primele de asigurare|613|D|0|S
614.00|Cheltuieli cu deplasari, detasari, transferari|614|D|0|S
622.00|Cheltuieli privind comisioanele si onorariile|622|D|0|S
623.00|Cheltuieli de protocol, reclama si publicitate|623|D|0|S
624.01|Cheltuieli cu transportul de bunuri|624|D|0|S
624.02|Cheltuieli cu transportul de personal|624|D|0|S
626.00|Cheltuieli postale si taxe de telecomunicatii|626|D|0|S
627.00|Cheltuieli cu serviciile bancare si asimilate|627|D|0|S
628.00|Alte cheltuieli cu serviciile executate de terti|628|D|0|S
629.01|Alte cheltuieli autorizate prin dispozitii legale - cheltuieli curente|629|D|0|S
635.01|Cheltuieli cu alte impozite, taxe si varsaminte asimilate|635|D|0|S
635.02|Cheltuieli cu impozitul pe profit|635|D|0|S
641.00|Cheltuieli cu salariile personalului|641|D|0|S
642.00|Cheltuieli salariale în natura|642|D|0|S
645.01|Contributiileangajatorilor pentru asigurari sociale|645|D|0|S
645.02|Contributiileangajatorilor pentruasigurari de somaj|645|D|0|S
645.03|Contributiileangajatorilor pentru asigurari sociale de sanatate|645|D|0|S
645.04|Contributiileangajatorilor pentru accidente de munca si boli profesionale|645|D|0|S
645.05|Contributiileangajatorilor pentru concedii si indemnizatii|645|D|0|S
645.06|Contributiileangajatorilor la fondul de garantare pentru plata creantelor salariale|645|B|0|S
645.07|Cheltuieli privind asigurarile sociale|645|D|0|S
645.08|Alte cheltuieli privind asigurarile si protectia sociala|645|D|0|S
646.00|Cheltuieli cu indemnizatiile de delegare, detasare si alte drepturi salariale|646|D|0|S
647.00|Cheltuieli din fondul destinat stimularii personalului|647|D|0|S
654.00|Pierderi din creante si debitori diversi|654|D|0|S
658.01|Alte cheltuieli operationale|658|D|0|S
661.00|Cheltuieli din diferente nefavorabile de reevaluare rezultate din operatiuni de preschimbare a obligatiunilor/titlurilor de stat|661|B|0|S
663.00|Pierderi din creante imobilizate|663|D|0|S
664.00|Cheltuieli din investitii financiare cedate|664|D|0|S
665.01|Cheltuieli din diferente de curs valutar - diferente de curs din reevaluarea creantelor si datoriilor|665|D|0|S
665.02|Cheltuieli din diferente de curs valutar - diferente de curs din reevaluarea disponibilitatilor|665|D|0|S
666.00|Cheltuieli privind dobânzile|666|D|0|S
667.00|Sume de transferat bugetului de stat reprezentând câstiguri din schimb valutar - PHARE, SAPARD, ISPA|667|D|0|S
668.00|Dobânzi de transferat Comisiei Europene/altor donatori sau de alocat programului - PHARE, SAPARD, ISPA, FONDURI EXTERNE NERAMBURSABILE POSTADERARE|668|D|0|S
669.00|Alte pierderi (cheltuieli neeligibile - costuri bancare) - PHARE, SAPARD, ISPA -|669|D|0|S
670.00|Subventii|670|D|0|S
671.00|Transferuri curente între unitati ale administratiei publice|671|D|0|S
672.00|Transferuri de capital între unitati ale administratiei publice|672|D|0|S
673.00|Transferuri interne|673|D|0|S
674.00|Transferuri în strainatate|674|D|0|S
675.00|Contributia României la bugetul UniuniiEuropene|675|D|0|S
676.00|Asigurari sociale|676|D|0|S
677.00|Ajutoare sociale|677|D|0|S
678.01|Transferuri pentru proiecte finantate din fonduri externe nerambursabile postaderare si fonduri de la bugetul de stat|678|B|0|S
678.02|Transferuri pentru proiecte din componenta de imprumut a PNRR si fonduri de la buget|678|B|0|S
679.00|Alte cheltuieli|679|D|0|S
681.01|Cheltuieli operationale privind amortizarea activelor fixe|681|D|0|S
681.02|Cheltuieli operationale privind provizioanele|681|D|0|S
681.03|Cheltuieli operationale privind ajustarile pentru deprecierea activelor fixe|681|D|0|S
681.04|Cheltuieli operationale privind ajustarile pentru deprecierea activelor circulante|681|D|0|S
682.01|Cheltuieli cu activele fixe corporale neamortizabile|682|D|0|S
682.02|Cheltuieli cu activele fixe necorporale neamortizabile|682|B|0|S
686.03|Cheltuieli financiare privind ajustarile pentru pierderea de valoare a activelor financiare|686|D|0|S
686.04|Cheltuieli financiare privind ajustarile pentru pierderea de valoare a activelor circulante|686|D|0|S
686.08|Cheltuieli financiare privind amortizarea primelor de rambursare a obligatiunilor|686|D|0|S
689.01|Cheltuieli privind rezerva de stat|689|D|0|S
689.02|Cheltuieli privind rezerva de mobilizare|689|D|0|S
690.00|Cheltuieli cu pierderi din calamitati|690|D|0|S
691.00|Cheltuieli extraordinare din operatiuni cu active fixe|691|D|0|S
709.01|Variatia productiei stocate|709|B|0|S
709.02|Variatia productiei stocate scazuta din gestiune|709|B|0|S
714.00|Venituri din creante reactivate si debitori diversi|714|C|0|S
718.00|Alte venituri ale trezoreriei statului|718|C|0|S
721.00|Venituri din productia de active fixe necorporale|721|C|0|S
722.00|Venituri din productia de active fixe corporale|722|C|0|S
730.01|Impozit pe profit|730|C|0|S
730.02|Alte impozite pe venit, profit si câstiguri din capital de la persoanejuridice|730|C|0|S
731.01|Impozit pe venit|731|C|0|S
731.02|Cote si sume defalcate din impozitul pe venit|731|C|0|S
732.01|Alte impozite pe venit, profit si câstiguri din capital|732|C|0|S
733.00|Impozit pe salarii|733|C|0|S
734.00|Impozite si taxe pe proprietate|734|C|0|S
735.01|Taxa pe valoarea adaugata|735|C|0|S
735.02|Sume defalcate din TVA|735|C|0|S
735.03|Alte impozite si taxe generale pe bunuri si servicii|735|C|0|S
735.04|Accize|735|C|0|S
735.05|Taxe pe servicii specifice|735|C|0|S
735.06|Taxe pe utilizarea bunurilor, autorizarea utilizarii bunurilor sau pe desfasurarea de activitati|735|C|0|S
736.01|Venituri încadrate în resursele proprii ale bugetului Uniunii Europene|736|C|0|S
739.00|Alte impozite si taxe fiscale|739|C|0|S
745.01|Contributiileangajatorilor pentru asigurari sociale|745|C|0|S
745.02|Contributiileangajatorilor pentru asigurari de somaj|745|C|0|S
745.03|Contributiileangajatorilor pentru asigurari sociale de sanatate|745|C|0|S
745.04|Contributtileangajatorilor pentru accidente de munca si boli profesionale|745|C|0|S
745.05|Varsaminte de la persoane juridice, pentru persoane cu handicap neîncadrate|745|C|0|S
745.07|Venituri din contributia asiguratorie pentru munca|745|C|0|S
745.09|Alte contributii pentru asigurari sociale datorate de angajatori|745|C|0|S
746.01|Contributiile asiguratilor pentru asigurari sociale|746|C|0|S
746.02|Contributiile asiguratilor pentru asigurari de somaj|746|C|0|S
746.03|Contributiile asiguratilor pentru asigurari sociale de sanatate|746|C|0|S
746.09|Alte contributii ale altor persoane pentru asigurari sociale|746|C|0|S
750.01|Venituri din proprietate-dividende|750|D|0|S
750.02|Alte venituri din proprietate|750|C|0|S
751.01|Venituri din prestari de servicii si alte activitati|751|C|0|S
751.02|Venituri din taxe administrative, eliberari permise|751|C|0|S
751.03|Amenzi, penalitati si confiscari|751|C|0|S
751.04|Diverse venituri|751|C|0|S
751.05|Transferuri voluntare, altele decât subventiile (donatii, sponsorizari)|751|C|0|S
761.00|Venituri din diferente favorabile de reevaluare rezultate din operatiuni de preschimbare a obligatiunilor/titlurilor de stat|761|B|0|S
763.00|Venituri din creante imobilizate|763|C|0|S
764.00|Venituri din investitii financiare cedate|764|C|0|S
765.01|Venituri din diferente de curs valutar - diferente de curs din reevaluarea creantelor si datoriilor|765|C|0|S
765.02|Venituri din diferente de curs valutar - diferente de curs din reevaluarea disponibilitatilor|765|C|0|S
766.00|Venituri din dobânzi|766|C|0|S
767.00|Sume de primit de la bugetul de stat pentru acoperirea pierderilor din schimb valutar - PHARE, SAPARD, ISPA -|767|C|0|S
768.00|Alte venituri financiare - PHARE, SAPARD, ISPA -|768|C|0|S
769.00|Sume de primit de la bugetul de stat pentru acoperirea altor pierderi (cheltuieli neeligibile - costuri bancare - PHARE, SAPARD, ISPA)|769|C|0|S
770.00|Finantarea de la buget|770|C|0|S
771.00|Finantarea în baza unor acte normative speciale|771|C|0|S
772.01|Subventii de la bugetul de stat|772|C|0|S
772.02|Subventii de la alte bugete|772|C|0|S
774.01|Finantarea din fonduri externe nerambursabile preaderare în bani|774|C|0|S
774.02|Finantarea din fonduri externe nerambursabile preaderare în natura|774|C|0|S
775.00|Finantarea din fonduri externe nerambursabile postaderare|775|C|0|S
776.00|Fonduri cu destinatie speciala|776|C|0|S
777.00|Veniturile fondului de risc|777|C|0|S
778.00|Venituri din contributia nationala aferenta programelor/proiectelor finantate din fonduri externe nerambursabile|778|C|0|S
779.01|Venituri, bunuri si servicii primite cu titlu gratuit|779|C|0|S
781.02|Venituri din provizioane|781|C|0|S
781.03|Venituri din ajustari privind deprecierea activelor fixe|781|C|0|S
781.04|Venituri din ajustari pentru deprecierea activelor circulante|781|C|0|S
786.03|Venituri din ajustari pentru pierderea de valoare a activelor financiare|786|C|0|S
786.04|Venituri din ajustari pentru pierderea de valoare a activelor circulante|786|C|0|S
791.00|Venituri din valorificarea unor bunuri ale statului|791|C|0|S
891.01|Bilant de deschidere (pentru solduri)|891|B|0|S
891.02|Bilant de deschidere (pentru total sume)|891|B|0|S
892.01|Bilant de închidere (pentru solduri)|892|B|0|S
892.02|Bilant de închidere (pentru total sume)|892|B|0|S
100.01.01|Fondul activelor fixe necorporale care alcatuiesc domeniul public al statului|100.01|C|0|S
100.02.01|Fondul activelor fixe necorporale care alcatuiesc domeniul privat al statului|100.02|C|0|S
100.02.02|Fondul activelor fixe necorporale care alcatuiesc proprietatea privata a institutiei publice|100.02|C|0|S
100.03.01|Fondul activelor fixe necorporale care alcatuiesc domeniul public al unitatii administrativ-teritoriale|100.03|C|0|S
100.04.01|Fondul activelor fixe necorporale care alcatuiesc domeniul privat al unitatii administrativ-teritoriale|100.04|C|0|S
100.04.02|Fondul activelor fixe necorporale care alcatuiesc proprietatea privata a institutiei publice din administratia locala|100.04|C|0|S
101.00.00|Fondul bunurilor care alcatuiesc domeniul public al statului|101.00|C|0|S
102.01.01|Fondul bunurilor care alcatuiesc domeniul privat al statului|102.01|C|0|S
102.01.02|Fondul bunurilor care alcatuiesc proprietatea privata a institutiei publice|102.01|C|0|S
103.00.00|Fondul bunurilor care alcatuiesc domeniul public al unitatilor administrativ - teritoriale|103.00|C|0|S
104.01.01|Fondul bunurilor care alcatuiesc domeniul privat al unitatilor administrativ-teritoriale|104.01|C|0|S
104.01.02|Fondul bunurilor care alcatuiesc proprietatea privata a institutiei publice din administratia locala|104.01|C|0|S
105.01.00|Rezerve din reevaluarea terenurilor si amenajarilor la terenuri|105.01|C|0|S
105.02.00|Rezerve din reevaluarea constructiilor|105.02|C|0|S
105.03.00|Rezerve din reevaluarea instalatiilor tehnice, mijloacelor de transport, animalelor si plantatiilor|105.03|C|0|S
105.04.00|Rezerve din reevaluarea mobilierului, aparaturii birotice, echipamentelorde protectie a valorilorumane si materiale si a altor active fixe corporale|105.04|C|0|S
105.05.00|Rezerve din reevaluarea altor active ale statului|105.05|C|0|S
106.00.00|Diferente din reevaluare si diferente de curs aferente dobânzilor încasate (SAPARD)|106.00|C|0|S
117.00.00|Rezultatul reportat|117.00|B|0|S
121.00.00|Rezultatul patrimonial|121.00|B|0|S
132.00.00|Fondul de rezerva al bugetului asigurarilor sociale de stat|132.00|C|0|S
133.00.00|Fondul de rezerva constituit conform Legii nr. 95/2006|133.00|C|0|S
151.01.01|Provizioane pentru litigii, amenzi, penalitati, despagubiri, daune sialte datorii incerte sub 1 an|151.01|C|0|S
151.01.02|Provizioane pentru garantii acordate clientilor sub 1 an|151.01|C|0|S
151.01.03|Provizioane pentru litigii din drepturi salariale câstigate în instanta sub 1 an|151.01|C|0|S
151.01.04|Provizioane pentru garantii ce vor fi executate aferente împrumuturilor garantate sub 1 an|151.01|C|0|S
151.01.08|Alte provizioane sub 1 an|151.01|C|0|S
151.02.01|Provizioane pentru litigii, amenzi, penalitati, despagubiri, daune si alte datorii incerte peste 1 an|151.02|C|0|S
151.02.02|Provizioane pentru garantii acordate clientilor peste 1 an|151.02|C|0|S
151.02.03|Provizioane pentru litigii din drepturi salariale câstigate în instanta peste 1 an|151.02|C|0|S
151.02.04|Provizioane pentru garantii ce vor fi executate aferente împrumuturilor garantate peste 1 an|151.02|C|0|S
151.02.08|Alte provizioane peste 1 an|151.02|C|0|S
161.01.00|Împrumuturi din emisiunea de obligatiuni cu termen de rascumparare în exercitiul curent|161.01|C|0|S
161.02.00|Împrumuturi din emisiunea de obligatiuni cu termen de rascumparare în exercitiile viitoare|161.02|C|0|S
162.01.00|Împrumuturi interne si externe contractate de autoritatile administratiei publice locale cu termen de rambursare în exercitiul curent|162.01|C|0|S
162.02.00|Împrumuturi interne si externe contractate de autoritatile administratiei publice locale cu termende rambursare înexercitiile viitoare|162.02|C|0|B
163.01.00|Împrumuturi interne si externe garantate de autoritatile administratiei publice locale cu termen de rambursare în exercitiul curent|163.01|C|0|S
163.02.00|Împrumuturi interne si externe garantate de autoritatile administratiei publice locale cu termen de rambursare în exercitiile viitoare|163.02|C|0|S
164.01.00|Împrumuturi interne si externe contractate de stat cu termen derambursare în exercitiul curent|164.01|C|0|S
164.02.00|Împrumuturi interne si externe contractate de stat cu termen derambursare în exercitiile viitoare|164.02|C|0|S
165.01.00|Împrumuturi interne si externe garantate de stat cu termen de rambursare în exercitiul curent|165.01|C|0|S
165.02.00|Împrumuturi interne si externe garantate de stat cu termen de rambursare în exercitiile viitoare|165.02|C|0|S
166.01.01|Sume primite pentru acoperirea deficitului bugetului asigurarilor sociale de stat din contul curent general al trezoreriei statului (pentru sumele ce urmeaza a fi platite în cursul exercitiului curent)|166.01|C|0|S
166.01.02|Sume primite pentru acoperirea deficitului bugetului de stat din contul curent general al trezoreriei statului (pentru sumele ce urmeaza a fi platite în cursul exercitiului curent)|166.01|C|0|S
166.01.03|Sume primite pentru acoperirea deficitului bugetului asigurarilor pentru somaj din contul curent general al trezoreriei statului (pentru sumele ce urmeaza a fi platite în cursul exercitiului curent)|166.01|C|0|S
166.01.04|Sume primite pentru acoperirea deficitului bugetului Fonduluinational unic de asigurari sociale desanatate din contul curent general al trezoreriei statului (pentru sumele ce urmeaza a fi platite în cursul exercitiului curent)|166.01|C|0|S
166.02.01|Sume primite pentru acoperirea deficitului bugetului asigurarilor sociale de stat din contul curent general al trezoreriei statului (pentru sumele ce urmeaza a fi platite în cursul exercitiilor viitoare)|166.02|C|0|S
166.02.02|Sume primite pentru acoperirea deficitului bugetului de stat din contul curent general al trezoreriei statului (pentru sumele ce urmeaza a fi platite în cursul exercitiilor viitoare)|166.02|C|0|S
166.02.03|Sume primite pentru acoperirea deficitului bugetului asigurarilor pentru somaj din contul curent general al trezoreriei statului (pentru sumele ce urmeaza a fi platite în cursul exercitiilor viitoare)|166.02|C|0|S
166.02.04|Sume primite pentru acoperirea deficitului bugetului Fondului national unic de asigurari sociale de sanatate din contul curent general al trezoreriei statului (pentru sumele ce urmeaza a fi platite în cursul exercitiilor viitoare)|166.02|C|0|S
167.01.01|Alte împrumuturi si datorii asimilate - primite din Fondul special de dezvoltare la dispozitia Guvernului (cu termen de rambursare în exercitiul curent)|167.01|C|0|S
167.01.02|Alte împrumuturi si datorii asimilate - primite din contul curent general al trezoreriei statului (cu termen de rambursare în exercitiul curent)|167.01|C|0|S
167.01.03|Alte împrumuturi si datorii asimilate - primite din venituri din privatizare (cu termen de rambursare în exercitiul curent)|167.01|C|0|S
167.01.08|Împrumuturi pe termen lung primite rezultate din reclasificarea creditelor comerciale în împrumuturi (cu termen de rambursare în exercitiul curent)|167.01|C|0|S
167.01.09|Alte împrumuturi si datorii asimilate (cu termen de rambursare în exercitiul curent)|167.01|C|0|S
167.02.01|Alte împrumuturi si datorii asimilate - primite din Fondul special de dezvoltare la dispozitia Guvernului (cu termen de rambursare în exercitiile viitoare)|167.02|C|0|S
167.02.02|Alte împrumuturi si datorii asimilate - primite din contul curent general al trezoreriei statului (cu termen de rambursare în exercitiile viitoare)|167.02|C|0|S
167.02.03|Alte împrumuturi si datorii asimilate - primite din venituri din privatizare (cu termen de rambursare în exercitiile viitoare)|167.02|C|0|S
167.02.08|Împrumuturi pe termen lung primite rezultate din reclasificarea creditelor comerciale înîmprumuturi (cu termen de rambursare în exercitiile viitoare)|167.02|C|0|S
167.02.09|Alte împrumuturi si datorii asimilate (cu termen de rambursare în exercitiile viitoare)|167.02|C|0|S
168.01.00|Dobânzi aferente împrumuturilor din emisiuni de obligatiuni|168.01|C|0|S
168.02.00|Dobânzi aferente împrumuturilor interne si externe contractate de autoritatile administratiei publice locale|168.02|C|0|S
168.03.00|Dobânzi aferente împrumuturilor interne si externe garantate de autoritatile administratiei publice locale|168.03|C|0|S
168.04.00|Dobânzi aferente împrumuturilor interne si externe contractate de stat|168.04|C|0|S
168.05.00|Dobânzi aferente împrumuturilor interne si externe garantate de stat|168.05|C|0|S
168.07.01|Dobânzi aferente altor împrumuturi si datorii asimilate - primite din Fondul special de dezvoltare la dispozitia Guvernului|168.07|C|0|S
168.07.02|Dobânzi aferente altor împrumuturi si datorii asimilate - primite din contul curent general al trezoreriei statului|168.07|C|0|S
168.07.03|Dobânzi aferente altor împrumuturi si datorii asimilate - primite din venituri din privatizare|168.07|C|0|S
