id_gest_defa_docum_nota_model|id_gest_defa_docum|idGestCategorii|peDoc|formula_nota|ContDebit|ContCredit|repartitorDebit|repartitorCredit|codFunctional|codEconomic|idAngajamenteDefalcare|prefixExplicatie|sufixExplicatie|explicatie|id_gest_tip_material
81|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.05.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1182
82|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.07.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1184
83|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.07.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1185
84|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.07.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1186
85|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.08.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1188
86|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.08.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1189
87|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.08.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1190
88|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.09')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1191
89|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.10.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1193
90|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.10.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1194
91|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.01.4.11')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1195
92|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1197
93|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1198
94|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1199
95|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.01.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1202
96|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.01.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1203
97|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.01.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1204
98|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.03.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1206
99|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.03.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1207
100|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.03.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1208
101|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.05.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1210
102|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.05.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1211
103|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.05.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1212
104|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.07.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1214
105|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.07.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1215
106|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.07.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1216
107|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.08.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1218
108|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.08.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1219
109|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.08.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1220
110|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.09')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1221
111|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.10.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1223
112|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.10.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1224
113|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '212.02.4.11')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1225
114|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.01.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1230
115|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.01.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1231
116|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.01.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1232
117|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1233
118|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.03.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1235
119|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.03.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1236
120|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.03.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1237
121|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.04.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1239
122|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.04.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1240
123|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.04.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1241
124|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.01.05')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1242
125|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2131.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1243
126|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.01.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1247
127|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.01.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1248
128|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.01.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1249
129|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1250
130|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.03.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1252
131|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.03.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1253
132|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.03.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1254
133|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.04.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1256
134|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.04.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1257
135|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.04.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1258
136|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.05.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1260
137|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.05.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1261
138|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.01.05.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1262
139|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2132.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1263
140|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.01.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1267
141|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.01.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1268
142|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.01.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1269
143|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1270
144|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.03.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1272
145|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.03.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1273
146|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.03.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1274
147|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.04.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1276
148|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.04.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1277
149|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.04.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1278
150|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.01.05')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1279
151|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2133.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1280
152|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '2134')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1281
153|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.01.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1285
154|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.01.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1286
155|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.01.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1287
156|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.02')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1288
157|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.03.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1290
158|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.03.2')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1291
159|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.03.3')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1292
160|6|NULL|1|gest_itemsi.Valoare_receptie_tva|isnull(gest_itemsi.ContD, '214.01.04.1')|isnull(gest_itemsi.ContC, '4041')|gest_docum.id_predator|gest_docum.id_primitor|gest_itemsi.cod_functional|gest_itemsi.cod_economic|gest_itemsi.id_angajamente_defalcare|NULL|NULL|gest_itemsi.denmat|1294
